fid18,fid16,fid14,fid12
140135,140135,140135,140135
140137,140137,140137,140137
140138,140138,140138,140138
140139,140139,140139,140139
140140,140140,140140,140140
140141,140141,140141,140141
140142,140142,140142,140142
140144,140144,140144,140144
140145,140145,140145,140145
140146,140146,140146,140146
140147,140147,140147,140147
140148,140148,140148,140148
140149,140149,140149,140149
140150,140150,140150,140150
140152,140152,140152,140152
140153,140153,140153,140153
140154,140154,140154,140154
140155,140155,140155,140155
140156,140156,140156,140156
140157,140157,140157,140157
140158,140158,140158,140158
140159,140159,140159,140159
140162,140162,140162,140162
140164,140164,140164,140164
140166,140166,140166,140166
140167,140167,140167,140167
140168,140168,140168,140168
140170,140170,140170,140170
140171,140171,140171,140171
140173,140173,140173,140173
140177,140177,140177,140177
140179,140179,140179,140179
140180,140180,140180,140180
140182,140182,140182,140182
140183,140183,140183,140183
140184,140184,140184,140184
140185,140185,140185,140185
140186,140186,140186,140186
140187,140187,140187,140187
140188,140188,140188,140188
140189,140189,140189,140189
140190,140190,140190,140190
140191,140191,140191,140191
140192,140192,140192,140192
140193,140193,140193,140193
140194,140194,140194,140194
140195,140195,140195,140195
140196,140196,140196,140196
140197,140197,140197,140197
140198,140198,140198,140198
140199,140199,140199,140199
140200,140200,140200,140200
140201,140201,140201,140201
140203,140203,140203,140203
140204,140204,140204,140204
140205,140205,140205,140205
140208,140208,140208,140208
140209,140209,140209,140209
140210,140210,140210,140210
140212,140212,140212,140212
140213,140213,140213,140213
140214,140214,140214,140214
140215,140215,140215,140215
140216,140216,140216,140216
140217,140217,140217,140217
140218,140218,140218,140218
140219,140219,140219,140219
140220,140220,140220,140220
140221,140221,140221,140221
140222,140222,140222,140222
140223,140223,140223,140223
140224,140224,140224,140224
140225,140225,140225,140225
140227,140227,140227,140227
140229,140229,140229,140229
140230,140230,140230,140230
140231,140231,140231,140231
140232,140232,140232,140232
140233,140233,140233,140233
140234,140234,140234,140234
140235,140235,140235,140235
140237,140237,140237,140237
140238,140238,140238,140238
140240,140240,140240,140240
140241,140241,140241,140241
140245,140245,140245,140245
140246,140246,140246,140246
140250,140250,140250,140250
140252,140252,140252,140252
140253,140253,140253,140253
140254,140254,140254,140254
140255,140255,140255,140255
140259,140259,140259,140259
140261,140261,140261,140261
140268,140268,140268,140268
140293,140293,140293,140293
140294,140294,140294,140294
140297,140297,140297,140297
140299,140299,140299,140299
140302,140302,140302,140302
140303,140303,140303,140303
140304,140304,140304,140304
140307,140307,140307,140307
140309,140309,140309,140309
140314,140314,140314,140314
140316,140316,140316,140316
140318,140318,140318,140318
140320,140320,140320,140320
140321,140321,140321,140321
140322,140322,140322,140322
140323,140323,140323,140323
140324,140324,140324,140324
140325,140325,140325,140325
140326,140326,140326,140326
140327,140327,140327,140327
140328,140328,140328,140328
140329,140329,140329,140329
140330,140330,140330,140330
140331,140331,140331,140331
140332,140332,140332,140332
140333,140333,140333,140333
140334,140334,140334,140334
140336,140336,140336,140336
140338,140338,140338,140338
140339,140339,140339,140339
140340,140340,140340,140340
140342,140342,140342,140342
140343,140343,140343,140343
140344,140344,140344,140344
140345,140345,140345,140345
140346,140346,140346,140346
140347,140347,140347,140347
140348,140348,140348,140348
140350,140350,140350,140350
140351,140351,140351,140351
140352,140352,140352,140352
140353,140353,140353,140353
140354,140354,140354,140354
140355,140355,140355,140355
140356,140356,140356,140356
140357,140357,140357,140357
140359,140359,140359,140359
140360,140360,140360,140360
140361,140361,140361,140361
140362,140362,140362,140362
140363,140363,140363,140363
140364,140364,140364,140364
140365,140365,140365,140365
140366,140366,140366,140366
140367,140367,140367,140367
140368,140368,140368,140368
140370,140370,140370,140370
140372,140372,140372,140372
140374,140374,140374,140374
140375,140375,140375,140375
140376,140376,140376,140376
140381,140381,140381,140381
140385,140385,140385,140385
140386,140386,140386,140386
140388,140388,140388,140388
140391,140391,140391,140391
140393,140393,140393,140393
140394,140394,140394,140394
140399,140399,140399,140399
140400,140400,140400,140400
140408,140408,140408,140408
140411,140411,140411,140411
140412,140412,140412,140412
140427,140427,140427,140427
140444,140444,140444,140444
140445,140445,140445,140445
140467,140467,140467,130439
140477,140477,140477,140477
140479,140479,140479,140479
140480,140480,140480,140480
140481,140481,140481,140481
140484,140484,140484,140484
140486,140486,140486,140486
140487,140487,140487,140487
140488,140488,140488,140488
140490,140490,140490,140490
140493,140493,140493,140493
140494,140494,140494,140494
140496,140496,140496,140496
140498,140498,140498,140498
140499,140499,140499,140499
140505,140505,140505,140505
140511,140511,140511,140511
140513,140513,140513,140513
140515,140515,140515,140515
140516,140516,140516,140516
140517,140517,140517,140517
140518,140518,140518,140518
140519,140519,140519,140519
140520,140520,140520,140520
140521,140521,140521,140521
140522,140522,140522,140522
140523,140523,140523,140523
140526,140526,140526,140526
140529,140529,140529,140529
140531,140531,140531,140531
140532,140532,140532,140532
140533,140533,140533,140533
140534,140534,140534,140534
140536,140536,140536,140536
140538,140538,140538,140538
140540,140540,140540,140540
140541,140541,140541,140541
140542,140542,140542,140542
140543,140543,140543,140543
140544,140544,140544,140544
140545,140545,140545,140545
140548,140548,140548,140548
140549,140549,140549,140549
140551,140551,140551,140551
140556,140556,140556,140556
140561,140561,140561,140561
140563,140563,140563,140563
140564,140564,140564,140564
140567,140567,140567,140567
140568,140568,140568,140568
140569,140569,140569,140569
140571,140571,140571,140571
140572,140572,140572,140572
140573,140573,140573,140573
140574,140574,140574,140574
140576,140576,140576,140576
140578,140578,140578,140578
140579,140579,140579,140579
140580,140580,140580,140580
140581,140581,140581,140581
140582,140582,140582,140582
140583,140583,140583,140583
140584,140584,140584,140584
140585,140585,140585,140585
140586,140586,140586,140586
140587,140587,140587,140587
140588,140588,140588,140588
140590,140590,140590,140590
140591,140591,140591,140591
140592,140592,140592,140592
140593,140593,140593,140593
140598,140598,140598,140598
140600,140600,140600,140600
140603,140603,140603,140603
140604,140604,140604,140604
140606,140606,140606,140606
140607,140607,140607,140607
140610,140610,140610,140610
140612,140612,140612,140612
140614,140614,140614,140614
140616,140616,140616,140616
140617,140617,140617,140617
140622,140622,140622,140622
140625,140625,140625,140625
140626,140626,140626,140626
140627,140627,140627,140627
140628,140628,140628,140628
140629,140629,140629,140629
140631,140631,140631,140631
140632,140632,140632,140632
140634,140634,140634,140634
140635,140635,140635,140635
140636,140636,140636,140636
140638,140638,140638,140638
140639,140639,140639,140639
140640,140640,140640,140640
140641,140641,140641,140641
140642,140642,140642,140642
140643,140643,140643,140643
140644,140644,140644,140644
140645,140645,140645,140645
140646,140646,140646,140646
140647,140647,140647,140647
140648,140648,140648,140648
140650,140650,140650,140650
140651,140651,140651,140651
140653,140653,140653,140653
140656,140656,140656,140656
140658,140658,140658,140658
140659,140659,140659,140659
140660,140660,140660,140660
140661,140661,140661,140661
140662,140662,140662,140662
140663,140663,140663,140663
140664,140664,140664,140664
140666,140666,140666,140666
140667,140667,140667,140667
140669,140669,140669,140669
140670,140670,140670,140670
140671,140671,140671,140671
140673,140673,140673,140673
140675,140675,140675,140675
140676,140676,140676,140676
140677,140677,140677,140677
140678,140678,140678,140678
140679,140679,140679,140679
140680,140680,140680,140680
140687,140687,140687,140687
140688,140688,140688,140688
140691,140691,140691,140691
140693,140693,140693,140693
140694,140694,140694,140694
140702,140702,140702,140702
140706,140706,140706,140706
140713,140713,140713,140713
140714,140714,140714,140714
140715,140715,140715,140715
140716,140716,140716,140716
140717,140717,140717,140717
140718,140718,140718,140718
140719,140719,140719,140719
140721,140721,140721,140721
140722,140722,140722,140722
140724,140724,140724,140724
140725,140725,140725,140725
140726,140726,140726,140726
140727,140727,140727,140727
140728,140728,140728,140728
140729,140729,140729,140729
140730,140730,140730,140730
140731,140731,140731,140731
140732,140732,140732,140732
140733,140733,140733,140733
140734,140734,140734,140734
140735,140735,140735,140735
140736,140736,140736,140736
140739,140739,140739,140739
140740,140740,140740,140740
140743,140743,140743,140743
140744,140744,140744,140744
140745,140745,140745,140745
140746,140746,140746,140746
140748,140748,140748,140748
140749,140749,140749,140749
140750,140750,140750,140750
140752,140752,140752,140752
140753,140753,140753,140753
140755,140755,140755,140755
140756,140756,140756,140756
140757,140757,140757,140757
140760,140760,140760,140760
140761,140761,140761,140761
140762,140762,140762,140762
140764,140764,140764,140764
140766,140766,140766,140766
140767,140767,140767,140767
140768,140768,140768,140768
140770,140770,140770,140770
140771,140771,140771,140771
140773,140773,140773,140773
140774,140774,140774,140774
140776,140776,140776,140776
140777,140777,140777,140777
140778,140778,140778,140778
140779,140779,140779,140779
140780,140780,140780,140780
140782,140782,140782,140782
140785,140785,140785,140785
140788,140788,140788,140788
140790,140790,140790,140790
140791,140791,140791,140791
140793,140793,140793,140793
140794,140794,140794,140794
140796,140796,140796,140796
140809,140809,140809,130540
140830,140830,140830,140830
140831,140831,140831,140831
140833,140833,140833,140833
140834,140834,140834,140834
140838,140838,140838,140838
140839,140839,140839,140839
140840,140840,140840,140840
140841,140841,140841,140841
140842,140842,140842,140842
140846,140846,140846,140846
140849,140849,140849,140849
140851,140851,140851,140851
140852,140852,140852,140852
140853,140853,140853,140853
140856,140856,140856,140856
140857,140857,140857,140857
140858,140858,140858,140858
140859,140859,140859,140859
140860,140860,140860,140860
140861,140861,140861,140861
140867,140867,140867,140867
