pid,fid14,fid12,cfps2012_latest_edu
130586106,130586,130586,文盲/半文盲
520135102,520135,520135,大专
450265101,450265,450265,初中
610355105,610355,610355,不适用
370220102,370220,370220,文盲/半文盲
220057102,220057,220057,小学
530360101,530360,530360,高中/中专/技校/职高
410749102,410749,410749,初中
621782101,621782,621782,小学
310253101,310253,310253,文盲/半文盲
520344101,520344,520344,初中
510928501,510928,不适用,不适用
620634102,620634,620634,文盲/半文盲
530076101,530076,530076,小学
510519102,510519,510519,不适用
510080103,510080,510080,高中/中专/技校/职高
210555102,210555,210555,不适用
410968432,410968,410968,文盲/半文盲
340165102,340165,340165,初中
311599102,146052,311599,不适用
610205103,610205,610205,高中/中专/技校/职高
620021103,620021,620021,小学
130639102,130639,130639,初中
620012103,620012,620012,初中
620007102,620007,620007,文盲/半文盲
620005103,620005,620005,初中
411084103,411084,411084,大专
312452102,312452,312452,初中
620004431,620004,620004,小学
211621103,211621,211621,初中
320016103,320016,320016,文盲/半文盲
620026101,620026,620026,初中
620131431,620131,620131,文盲/半文盲
621137501,621137,不适用,不适用
211527103,211527,211527,高中/中专/技校/职高
311825102,311825,311825,高中/中专/技校/职高
510208104,510208,510208,初中
620538105,620538,620538,初中
621106104,621106,621106,小学
130507101,130507,130507,初中
171528501,171528,不适用,不适用
211367102,211367,211367,不适用
420015101,420015,420015,文盲/半文盲
370046101,370046,370046,文盲/半文盲
621062103,621062,621062,小学
370700102,370700,370700,文盲/半文盲
210427104,210427,210427,小学
530170102,530170,530170,小学
410349104,410349,410349,高中/中专/技校/职高
211871102,211871,211871,初中
140297101,140297,140297,小学
510956101,510956,510956,初中
410853103,410853,410853,高中/中专/技校/职高
411525102,411525,411525,小学
311909101,311909,311909,小学
621063101,621063,621063,文盲/半文盲
621080101,621080,621080,初中
510208102,510208,510208,小学
621555104,621555,621555,文盲/半文盲
440426101,440426,440426,小学
210840102,210840,210840,初中
312148432,312148,312148,不适用
410394103,410394,410394,初中
437885431,437885,437885,文盲/半文盲
621074102,621074,621074,文盲/半文盲
230593102,230593,230593,文盲/半文盲
621061104,621061,621061,文盲/半文盲
370212102,370212,370212,小学
130906102,130906,130906,初中
220249102,220249,220249,高中/中专/技校/职高
411796431,411796,411796,初中
621408101,621408,621408,大专
340101102,340101,340101,文盲/半文盲
360219104,360219,360219,不适用
230421102,230421,230421,文盲/半文盲
140105104,140105,140105,高中/中专/技校/职高
410989101,410989,410989,文盲/半文盲
621079102,621079,621079,初中
410823102,410823,410823,文盲/半文盲
320348102,320348,320348,文盲/半文盲
530422102,530422,530422,小学
610085104,235871,610085,小学
610081102,610081,610081,文盲/半文盲
610257101,610257,610257,高中/中专/技校/职高
140238104,140238,140238,小学
130534102,130534,130534,初中
210848102,210848,210848,文盲/半文盲
311464431,311464,311464,高中/中专/技校/职高
621502102,621502,621502,文盲/半文盲
621496101,621496,621496,文盲/半文盲
210057102,210057,210057,高中/中专/技校/职高
420343102,420343,420343,初中
430187101,430187,430187,高中/中专/技校/职高
210825103,210825,210825,初中
510004101,510004,510004,初中
450198101,450198,450198,小学
410514102,410514,410514,文盲/半文盲
210467101,210467,210467,初中
441692103,441692,441692,文盲/半文盲
440357101,440357,440357,高中/中专/技校/职高
621069102,621069,621069,文盲/半文盲
312306101,312306,312306,小学
410807102,410807,410807,文盲/半文盲
621772103,621772,621772,文盲/半文盲
211396102,211396,211396,文盲/半文盲
621062101,621062,621062,文盲/半文盲
140732101,140732,140732,文盲/半文盲
621077103,621077,621077,初中
510499102,510499,510499,不适用
510176102,510176,510176,初中
621390102,621390,621390,大专
621771101,621771,621771,初中
430529102,430529,430529,小学
410206101,410206,410206,高中/中专/技校/职高
130713101,130713,130713,文盲/半文盲
441922103,188870,188870,文盲/半文盲
130410432,130410,130410,小学
610185104,610185,610185,初中
620936104,620936,620936,文盲/半文盲
430547104,430547,430547,小学
140498101,140498,140498,小学
340352101,340352,340352,文盲/半文盲
620388101,620388,620388,文盲/半文盲
140882434,140882,140882,高中/中专/技校/职高
440588104,440588,440588,小学
530177102,530177,530177,小学
621394104,621394,621394,高中/中专/技校/职高
621769106,621769,621769,不适用
621781103,621781,621781,小学
441699107,441699,441699,初中
410238103,128792,410238,文盲/半文盲
340262102,340262,340262,小学
411090103,411090,411090,高中/中专/技校/职高
500315102,500315,500315,高中/中专/技校/职高
441694105,441694,441694,文盲/半文盲
410894101,410894,410894,小学
621390101,621390,621390,大专
130607103,130607,130607,文盲/半文盲
140379103,140379,140379,高中/中专/技校/职高
441205103,441205,441205,初中
410136102,410136,410136,小学
410285104,788212,788212,高中/中专/技校/职高
440726103,440726,440726,初中
411036101,411036,411036,初中
311724102,311724,311724,初中
610270101,415758,415758,大学本科
130037106,130037,130037,小学
360170102,360170,360170,不适用
110040101,110040,110040,初中
130462102,130462,130462,文盲/半文盲
530126101,530126,530126,文盲/半文盲
210675102,210675,210675,初中
411596102,411596,411596,初中
210074101,210074,210074,小学
610066102,610066,610066,文盲/半文盲
310966102,310966,310966,小学
620527101,620527,620527,文盲/半文盲
410207101,410207,410207,高中/中专/技校/职高
621184101,621184,621184,初中
620642431,620642,620642,文盲/半文盲
530061501,530061,不适用,不适用
311415102,311415,311415,初中
621177102,621177,621177,小学
370498102,370498,370498,初中
130154106,130154,130154,小学
311727101,311727,311727,小学
441553104,441553,441553,初中
621538101,621538,621538,文盲/半文盲
450340102,450340,450340,高中/中专/技校/职高
621163101,621163,621163,初中
440922103,440922,440922,文盲/半文盲
440264101,440264,440264,高中/中专/技校/职高
130575102,130575,130575,小学
530397102,530397,530397,初中
441118105,441118,441118,大专
230310102,230310,230310,不适用
530399102,530399,530399,初中
620977105,620977,620977,文盲/半文盲
430489102,430489,430489,文盲/半文盲
510048101,510048,510048,初中
360182101,360182,360182,小学
530062102,530062,530062,小学
210102104,210102,210102,文盲/半文盲
410523102,410523,410523,初中
230297103,230297,230297,小学
620114103,620114,620114,小学
500260101,500260,500260,大专
320229101,320229,320229,文盲/半文盲
620954104,161706,161706,高中/中专/技校/职高
530029103,530029,530029,小学
220175101,220175,220175,高中/中专/技校/职高
410594103,410594,410594,小学
621264103,621264,621264,文盲/半文盲
330301102,330301,330301,文盲/半文盲
311917104,184883,311917,不适用
530029104,530029,530029,小学
310117103,310117,310117,大专
350021101,350021,350021,文盲/半文盲
430356105,430356,430356,文盲/半文盲
360297102,360297,360297,文盲/半文盲
520369103,520369,520369,高中/中专/技校/职高
430693104,430693,430693,小学
230085101,230085,230085,小学
211648102,211648,211648,大专
312502101,312502,312502,文盲/半文盲
340365101,340365,340365,初中
530126102,530126,530126,小学
530388104,530388,831763,不适用
620945101,620945,620945,高中/中专/技校/职高
350031101,350031,350031,初中
312120101,312120,312120,文盲/半文盲
520176102,520176,520176,文盲/半文盲
370300102,370300,370300,文盲/半文盲
311785101,311785,311785,初中
430400101,430400,430400,高中/中专/技校/职高
441406102,441406,441406,初中
130781102,130781,130781,初中
220271103,220271,220271,高中/中专/技校/职高
410117103,410117,410117,小学
520049102,520049,520049,文盲/半文盲
210849103,210849,210849,初中
130841101,130841,130841,文盲/半文盲
530240101,530240,530240,小学
610267101,610267,610267,大学本科
330124102,330124,330124,小学
410874101,410874,410874,文盲/半文盲
530259102,530259,530259,文盲/半文盲
410826101,410826,410826,文盲/半文盲
520379101,520379,520379,文盲/半文盲
410453101,410453,410453,文盲/半文盲
530247102,530247,530247,文盲/半文盲
370644102,370644,370644,大学本科
620647102,620647,620647,文盲/半文盲
621463103,621463,621463,小学
320128103,320128,320128,初中
320111104,166196,320111,初中
210099102,210099,210099,文盲/半文盲
410995101,410995,410995,初中
530267101,530267,530267,小学
510963101,510963,510963,小学
620760103,620760,620760,文盲/半文盲
530270102,530270,530270,初中
621316101,621316,621316,高中/中专/技校/职高
360144102,360144,360144,文盲/半文盲
211042101,211042,211042,小学
140083102,140083,140083,文盲/半文盲
411668101,411668,411668,高中/中专/技校/职高
530262103,530262,530262,文盲/半文盲
410841104,410841,410841,小学
312498432,312498,312498,文盲/半文盲
410553102,410553,410553,小学
530243102,530243,530243,小学
530248102,530248,530248,文盲/半文盲
211587431,211587,211587,不适用
530257101,530257,530257,文盲/半文盲
620134101,620134,620134,文盲/半文盲
220014106,220014,220014,小学
450350103,450350,450350,小学
530280102,530280,530280,小学
530276101,530276,530276,初中
220321102,220321,220321,高中/中专/技校/职高
430442102,430442,430442,小学
130216101,130216,130216,初中
140152104,140152,140152,初中
620137102,620137,620137,文盲/半文盲
210885101,210885,210885,大学本科
530152102,530152,530152,文盲/半文盲
441862107,441862,441862,文盲/半文盲
410637107,410637,410637,高中/中专/技校/职高
620230106,620230,620230,文盲/半文盲
530257102,530257,530257,文盲/半文盲
621407102,621407,621407,不适用
441975101,441975,441975,小学
350034102,350034,350034,小学
311103102,311103,311103,小学
370219431,370219,370219,初中
130510102,130510,130510,高中/中专/技校/职高
530283101,530283,530283,文盲/半文盲
430306101,430306,430306,高中/中专/技校/职高
450249102,450249,450249,小学
441874101,441874,441874,小学
420119102,420119,420119,不适用
210863101,210863,210863,初中
620928101,620928,620928,高中/中专/技校/职高
311774431,311774,311774,大专
441734101,441734,441734,初中
440354104,210562,440354,初中
530235104,530235,530235,小学
440534102,440534,440534,文盲/半文盲
621620101,257077,621620,初中
530253102,530253,530253,文盲/半文盲
312334103,312334,312334,大学本科
210169102,210169,210169,小学
310005101,310005,310005,高中/中专/技校/职高
410914109,410914,410914,小学
370243104,370243,370243,高中/中专/技校/职高
441750103,441750,441750,大学本科
530232102,530232,530232,文盲/半文盲
211845105,211845,211845,小学
410890101,410890,410890,文盲/半文盲
320118103,320118,320118,文盲/半文盲
350028101,350028,350028,初中
621011104,621011,621011,文盲/半文盲
410387102,410387,410387,初中
311942105,311942,311942,初中
410328101,410328,410328,高中/中专/技校/职高
130894106,130894,130894,高中/中专/技校/职高
510504103,510504,510504,不适用
450165106,271814,450165,小学
440789101,440789,440789,文盲/半文盲
530234102,530234,530234,文盲/半文盲
310279101,310279,310279,初中
510120101,510120,510120,小学
620282102,620282,620282,文盲/半文盲
411302103,208461,411302,大学本科
450254101,450254,450254,初中
210498101,210498,210498,初中
450161103,450161,450161,小学
530267103,530267,530267,初中
510132103,510132,510132,大专
620194103,620194,620194,小学
530251104,530251,530251,初中
211545102,261494,211545,不适用
530263101,530263,530263,文盲/半文盲
211472102,211472,211472,初中
311578103,311578,311578,大专
610095104,610095,610095,不适用
370278102,370278,370278,高中/中专/技校/职高
140302101,140302,140302,文盲/半文盲
511012101,511012,511012,文盲/半文盲
520473102,520473,520473,小学
410325431,410325,410325,高中/中专/技校/职高
340179102,340179,340179,文盲/半文盲
441704105,441704,441704,文盲/半文盲
620180102,620180,620180,文盲/半文盲
520466103,520466,520466,文盲/半文盲
520474104,520474,520474,初中
420255102,420255,420255,文盲/半文盲
130491102,130491,130491,初中
620933101,620933,620933,文盲/半文盲
230228101,230228,230228,高中/中专/技校/职高
430478103,430478,430478,初中
130167501,130167,不适用,不适用
520478102,520478,520478,初中
520477101,520477,520477,小学
110111102,110111,110111,初中
210649103,162012,210649,小学
211477101,374217,374217,初中
211339101,211339,211339,高中/中专/技校/职高
210222102,210222,210222,不适用
441136102,441136,441136,不适用
520473103,520473,520473,初中
330095101,330095,330095,小学
450043101,450043,450043,小学
411707102,411707,411707,大专
140840101,140840,140840,初中
130905105,795450,795450,小学
410962103,410962,410962,文盲/半文盲
440353102,440353,440353,小学
520486431,520486,520486,文盲/半文盲
520487103,520487,520487,初中
130425103,258713,130425,初中
510394106,510394,510394,文盲/半文盲
211191102,211191,211191,文盲/半文盲
311270102,311270,311270,高中/中专/技校/职高
543488433,543488,543488,小学
520466102,520466,520466,小学
370017103,187057,370017,初中
220107102,220107,220107,文盲/半文盲
311763102,311763,311763,不适用
620554102,620554,620554,初中
520503103,520503,520503,文盲/半文盲
130572101,130572,130572,小学
210660102,210660,210660,文盲/半文盲
140233101,140233,140233,小学
140852101,140852,140852,文盲/半文盲
620009103,620009,620009,初中
520383101,520383,520383,文盲/半文盲
440390102,440390,440390,文盲/半文盲
410988104,410988,410988,初中
140541101,140541,140541,小学
620844101,620844,620844,文盲/半文盲
620854105,620854,620854,小学
530243101,530243,530243,文盲/半文盲
340142101,340142,340142,文盲/半文盲
520477107,520477,520477,小学
330001102,330001,330001,小学
520489104,520489,520489,小学
140180102,140180,140180,高中/中专/技校/职高
287989501,287989,不适用,不适用
441713104,441713,441713,不适用
130034102,130034,130034,文盲/半文盲
610034103,610034,610034,初中
610015102,610015,610015,文盲/半文盲
210816102,210816,210816,文盲/半文盲
520502101,520502,520502,大专
520503102,520503,520503,文盲/半文盲
520478101,520478,520478,小学
441741101,441741,441741,文盲/半文盲
500313101,500313,500313,小学
520578101,520578,520578,高中/中专/技校/职高
530309101,530309,530309,文盲/半文盲
520548102,520548,520548,文盲/半文盲
311435101,311435,311435,小学
370441101,370441,370441,文盲/半文盲
220064104,222973,220064,小学
320227104,320227,320227,初中
230174105,202441,230174,小学
520533103,520533,520533,文盲/半文盲
620408103,620408,620408,初中
140853101,140853,140853,文盲/半文盲
620080101,620080,620080,初中
340330103,340330,340330,文盲/半文盲
450003532,450003,不适用,不适用
520529102,520529,520529,小学
420013101,420013,420013,初中
620878104,620878,620878,初中
370320101,370320,370320,小学
230369102,230369,230369,高中/中专/技校/职高
310771101,310771,310771,初中
370277103,370277,370277,文盲/半文盲
520577102,520577,520577,小学
370527102,370527,370527,文盲/半文盲
110092102,110092,110092,文盲/半文盲
420488103,420488,420488,小学
621030101,621030,621030,高中/中专/技校/职高
230112101,223398,230112,大学本科
520533102,520533,520533,初中
620469102,620469,620469,文盲/半文盲
430452103,430452,430452,初中
211503103,211503,211503,小学
410324101,410324,410324,小学
311101103,311101,311101,初中
330371101,330371,330371,初中
520516101,520516,520516,小学
440744102,440744,440744,小学
130086101,130086,130086,初中
510592102,510592,510592,文盲/半文盲
440112102,440112,440112,文盲/半文盲
411316101,411316,411316,初中
320104102,320104,320104,文盲/半文盲
620625102,620625,620625,文盲/半文盲
411058101,411058,411058,小学
410488102,410488,410488,文盲/半文盲
621205101,621205,621205,初中
450312106,450312,450312,文盲/半文盲
520518101,520518,520518,文盲/半文盲
211546103,211546,211546,小学
621099101,621099,621099,初中
411449102,411449,411449,文盲/半文盲
312405102,312405,312405,小学
520521105,520521,520521,小学
520534102,520534,520534,文盲/半文盲
210744101,771214,771214,初中
520520102,520520,520520,文盲/半文盲
520513101,520513,520513,文盲/半文盲
520543101,520543,520543,文盲/半文盲
520537101,520537,520537,高中/中专/技校/职高
211520101,211520,211520,小学
520510102,520510,520510,文盲/半文盲
410357101,410357,410357,小学
130191101,130191,130191,初中
211486431,211486,211486,高中/中专/技校/职高
621594102,621594,621594,文盲/半文盲
520539103,520539,520539,初中
311940101,311940,311940,文盲/半文盲
230049101,230049,230049,初中
210994102,210994,210994,文盲/半文盲
620562106,620562,620562,不适用
130672101,130672,130672,初中
520195103,520195,520195,文盲/半文盲
211867102,211867,211867,初中
440783101,440783,440783,初中
360039101,360039,360039,初中
230141102,230141,230141,文盲/半文盲
440300106,440300,440300,高中/中专/技校/职高
410658101,410658,410658,高中/中专/技校/职高
620354102,620354,620354,文盲/半文盲
210459101,210459,210459,小学
520195102,520195,520195,文盲/半文盲
330010103,330010,330010,文盲/半文盲
441005102,441005,441005,初中
520206101,520206,520206,文盲/半文盲
410487102,410487,410487,文盲/半文盲
621095103,621095,621095,文盲/半文盲
430350432,430350,430350,不适用
410235101,410235,410235,小学
410237102,410237,410237,小学
440132103,440132,440132,不适用
410273101,410273,410273,初中
311545101,311545,311545,初中
441945101,441945,441945,高中/中专/技校/职高
411211103,411211,411211,初中
410379104,410379,410379,文盲/半文盲
620578101,620578,620578,初中
211317431,211317,211317,小学
410314104,410314,410314,高中/中专/技校/职高
441058103,441058,441058,初中
110150101,110150,110150,硕士
620765104,620765,620765,文盲/半文盲
211542103,211542,211542,小学
340379104,340379,340379,文盲/半文盲
210135101,210135,210135,小学
520214102,520214,520214,文盲/半文盲
140616102,140616,140616,初中
140113101,140113,140113,文盲/半文盲
530409101,530409,530409,初中
420036102,420036,420036,初中
140590101,140590,140590,文盲/半文盲
130312104,130312,130312,初中
621046101,621046,621046,文盲/半文盲
510970102,510970,510970,文盲/半文盲
530370104,530370,530370,初中
440701101,440701,440701,初中
520182102,520182,520182,文盲/半文盲
210639501,210639,不适用,不适用
620065101,620065,620065,小学
220250103,220250,220250,文盲/半文盲
310597101,310597,310597,初中
370684101,370684,370684,小学
450295501,450295,不适用,不适用
340242102,340242,340242,小学
510411102,510411,510411,文盲/半文盲
520066102,520066,520066,初中
510622102,214375,510622,不适用
520062107,520062,520062,文盲/半文盲
140580101,140580,140580,初中
411041101,411041,411041,小学
410108101,410108,410108,初中
411702103,411702,411702,大学本科
330055102,330055,330055,高中/中专/技校/职高
130414101,130414,130414,小学
370201431,370201,370201,不适用
220313101,220313,220313,高中/中专/技校/职高
370220101,370220,370220,高中/中专/技校/职高
210835101,210835,210835,高中/中专/技校/职高
210225102,210225,210225,高中/中专/技校/职高
410457101,410457,410457,小学
411216101,411216,411216,文盲/半文盲
520017101,520017,520017,小学
621846104,621846,621846,文盲/半文盲
140171103,140171,140171,小学
360128104,360128,360128,初中
520062105,520062,520062,初中
312218102,312218,312218,初中
310196103,310196,310196,大专
311275101,311275,311275,初中
350033105,186525,350033,不适用
262855501,262855,不适用,不适用
620177101,620177,620177,高中/中专/技校/职高
230588102,230588,230588,初中
610339101,610339,610339,文盲/半文盲
520451101,520451,520451,小学
440938102,440938,440938,文盲/半文盲
140268103,140268,140268,高中/中专/技校/职高
210107101,210107,210107,小学
510512104,510512,510512,不适用
440562103,440562,440562,小学
330153101,330153,330153,初中
520390103,520390,520390,不适用
130525101,130525,130525,文盲/半文盲
130815101,130815,130815,初中
441931102,441931,441931,文盲/半文盲
312512103,312512,312512,小学
510912101,510912,510912,文盲/半文盲
610116102,610116,610116,小学
230102101,230102,230102,高中/中专/技校/职高
610274101,165640,165640,大专
610031102,610031,610031,小学
903892433,903892,903892,文盲/半文盲
220171101,220171,220171,文盲/半文盲
520465103,215098,520465,初中
520425102,520425,520425,文盲/半文盲
520302101,520302,520302,初中
130595101,130595,130595,小学
450137102,450137,450137,文盲/半文盲
520401102,520401,520401,初中
520388101,520388,520388,初中
340332104,340332,340332,文盲/半文盲
520392103,520392,520392,高中/中专/技校/职高
610230101,610230,610230,文盲/半文盲
510021102,510021,510021,文盲/半文盲
320356102,320356,320356,文盲/半文盲
411734101,411734,411734,高中/中专/技校/职高
440728105,440728,440728,初中
520410101,520410,520410,文盲/半文盲
520392102,520392,520392,文盲/半文盲
520498101,520498,520498,小学
621540101,621540,621540,初中
230447104,191449,191449,初中
530271101,530271,530271,文盲/半文盲
441891103,441891,441891,初中
620186104,620186,620186,小学
410209103,410209,410209,初中
621291101,621291,621291,文盲/半文盲
620839103,620839,620839,高中/中专/技校/职高
520047101,520047,520047,文盲/半文盲
520024102,520024,520024,文盲/半文盲
610235104,610235,610235,高中/中专/技校/职高
530184101,530184,530184,文盲/半文盲
140067101,140067,140067,高中/中专/技校/职高
510916102,510916,510916,高中/中专/技校/职高
620452102,620452,620452,不适用
312103101,312103,312103,文盲/半文盲
340357104,340357,340357,初中
610333101,610333,610333,文盲/半文盲
520076102,520076,520076,文盲/半文盲
230189103,230189,230189,初中
620047101,620047,620047,文盲/半文盲
520074101,520074,520074,小学
210423102,210423,210423,初中
520074102,520074,520074,小学
410647101,410647,410647,初中
430704101,430704,430704,小学
621492101,621492,621492,小学
141989501,141989,不适用,不适用
520074105,520074,520074,初中
520028102,520028,520028,文盲/半文盲
312492102,312492,312492,初中
211475103,211475,211475,文盲/半文盲
350165102,350165,350165,高中/中专/技校/职高
520179104,520179,520179,文盲/半文盲
140025101,140025,140025,初中
411022106,150315,411022,高中/中专/技校/职高
440742101,440742,440742,小学
411848102,411848,411848,初中
370135101,370135,370135,文盲/半文盲
510349431,510349,510349,不适用
620905103,620905,620905,文盲/半文盲
120111103,120111,120111,高中/中专/技校/职高
440354103,440354,440354,高中/中专/技校/职高
620421101,620421,620421,小学
370346102,370346,370346,初中
520110102,520110,520110,文盲/半文盲
769134431,769134,769134,大专
420433101,420433,420433,初中
530172431,530172,530172,大专
311428101,311428,311428,初中
520344102,520344,520344,文盲/半文盲
320287102,320287,320287,初中
621156101,621156,621156,高中/中专/技校/职高
140523103,140523,140523,不适用
520342103,520342,520342,文盲/半文盲
520372102,520372,520372,文盲/半文盲
211024101,211024,211024,大专
510570101,510570,510570,初中
130512104,130512,130512,初中
530091102,530091,530091,文盲/半文盲
620190102,620190,620190,文盲/半文盲
520317102,520317,520317,文盲/半文盲
210288102,210288,210288,小学
520203103,520203,520203,文盲/半文盲
410486103,207640,410486,高中/中专/技校/职高
211409104,211409,211409,小学
320226104,320226,320226,初中
410449102,410449,410449,文盲/半文盲
130220101,130220,130220,初中
441650105,441650,441650,初中
130864431,130864,130864,小学
621795102,621795,621795,小学
370218101,370218,370218,初中
520454106,520454,520454,小学
410224101,410224,410224,小学
440365101,440365,440365,高中/中专/技校/职高
140508102,140508,140508,文盲/半文盲
211793101,211793,211793,文盲/半文盲
520455102,520455,520455,文盲/半文盲
620130101,620130,620130,文盲/半文盲
620348101,620348,620348,高中/中专/技校/职高
610196103,837434,837434,初中
520459102,520459,520459,文盲/半文盲
489620501,489620,不适用,不适用
530252102,530252,530252,文盲/半文盲
520409103,520409,520409,文盲/半文盲
411376101,411376,411376,初中
330120104,330120,330120,初中
621118101,621118,621118,小学
520135101,520135,520135,初中
370455101,370455,370455,高中/中专/技校/职高
340368103,340368,340368,文盲/半文盲
340359102,340359,340359,不适用
620139101,620139,620139,初中
450285105,450285,450285,初中
520157104,520157,520157,不适用
211776103,182411,211776,初中
210056102,210056,210056,初中
410961104,410961,410961,初中
440264106,440264,440264,初中
520127101,520127,520127,文盲/半文盲
130430101,130430,130430,文盲/半文盲
620805103,620805,620805,初中
441894101,441894,441894,初中
520155101,520155,520155,文盲/半文盲
620350107,620350,620350,不适用
530272102,530272,530272,文盲/半文盲
620851104,620851,620851,文盲/半文盲
410535101,410535,410535,高中/中专/技校/职高
211803102,211803,211803,小学
440436102,440436,440436,初中
140585102,140585,140585,小学
440245106,440245,440245,高中/中专/技校/职高
211827401,211827,211827,小学
530004102,530004,530004,文盲/半文盲
520070101,520070,520070,初中
450276101,450276,450276,文盲/半文盲
520148104,520148,520148,文盲/半文盲
520116101,520116,520116,大专
441089501,441089,不适用,不适用
621360103,621360,621360,高中/中专/技校/职高
311490103,311490,311490,大学本科
312396104,312396,312396,高中/中专/技校/职高
130325101,130325,130325,初中
330008105,330008,330008,小学
211785102,211785,211785,初中
410519104,410519,410519,初中
520116102,520116,520116,初中
410950109,410950,410950,高中/中专/技校/职高
520146101,520146,520146,高中/中专/技校/职高
130313102,130313,130313,小学
312054101,312054,312054,小学
520144101,520144,520144,初中
410256101,410256,410256,小学
312114103,312114,312114,文盲/半文盲
441672102,441672,441672,文盲/半文盲
520141102,520141,520141,文盲/半文盲
500176103,500176,500176,初中
441523105,441523,441523,初中
140083103,140083,140083,高中/中专/技校/职高
330133102,330133,330133,文盲/半文盲
440373103,440373,440373,初中
184435501,184435,不适用,不适用
411147101,411147,411147,高中/中专/技校/职高
410582102,410582,410582,小学
311774102,311774,311774,小学
520220102,520220,520220,文盲/半文盲
520008102,520008,520008,小学
621527103,621527,621527,小学
520069101,520069,520069,文盲/半文盲
310548431,310548,310548,高中/中专/技校/职高
621215105,621215,621215,小学
130574101,130574,130574,初中
520002102,520002,520002,文盲/半文盲
520091102,520091,520091,文盲/半文盲
610057101,610057,610057,初中
130311501,130311,不适用,不适用
530322103,530322,530322,小学
520034101,520034,520034,小学
340252501,340252,不适用,不适用
330279101,330279,330279,初中
310627103,310627,310627,初中
621773432,621773,621773,文盲/半文盲
410585501,410585,不适用,不适用
440768102,440768,440768,不适用
621344102,621344,621344,高中/中专/技校/职高
410198102,410198,410198,文盲/半文盲
130164103,130164,130164,文盲/半文盲
620131102,620131,620131,文盲/半文盲
510027101,510027,510027,文盲/半文盲
410811102,410811,410811,文盲/半文盲
311468103,311468,311468,初中
520008101,520008,520008,初中
520031104,520031,520031,不适用
110084102,110084,110084,高中/中专/技校/职高
530051103,530051,530051,初中
520006102,193958,520006,文盲/半文盲
350194101,350194,350194,初中
130396103,130396,130396,初中
411583101,411583,411583,小学
818647431,818647,818647,初中
530433105,530433,530433,文盲/半文盲
450035101,450035,450035,文盲/半文盲
500008103,595663,595663,小学
510915103,510915,510915,初中
621608101,621608,621608,小学
520345105,520345,520345,文盲/半文盲
520161102,520161,520161,文盲/半文盲
441784101,441784,441784,小学
530181102,530181,530181,高中/中专/技校/职高
130695101,130695,130695,文盲/半文盲
440059101,440059,440059,硕士
520408102,520408,520408,文盲/半文盲
621833103,621833,621833,文盲/半文盲
312144103,312144,312144,不适用
520345101,520345,520345,初中
620756101,620756,620756,初中
211507102,211507,211507,文盲/半文盲
211724101,211724,211724,小学
340017101,340017,340017,文盲/半文盲
520421101,520421,520421,小学
130884102,130884,130884,高中/中专/技校/职高
410403104,228579,410403,不适用
621525101,621525,621525,大专
430405102,430405,430405,高中/中专/技校/职高
530328101,530328,530328,文盲/半文盲
621000101,621000,621000,文盲/半文盲
610081104,255180,610081,高中/中专/技校/职高
621064102,621064,621064,文盲/半文盲
411740101,411740,411740,文盲/半文盲
360181101,360181,360181,小学
220017101,220017,220017,文盲/半文盲
530255102,530255,530255,文盲/半文盲
320340101,320340,320340,小学
410932101,410932,410932,文盲/半文盲
441636101,441636,441636,高中/中专/技校/职高
310206431,310206,310206,高中/中专/技校/职高
620750101,620750,620750,初中
510098102,510098,510098,小学
520361102,520361,520361,初中
310890431,310890,310890,大专
140261101,140261,140261,初中
230628104,119374,119374,初中
211019102,211019,211019,大专
311876102,311876,311876,初中
230289101,230289,230289,小学
441329103,441329,441329,大专
210164102,210164,210164,文盲/半文盲
360302102,360302,360302,不适用
620913103,620913,620913,小学
510002101,510002,510002,大学本科
220278531,220278,不适用,不适用
330256101,330256,330256,初中
130587102,130587,130587,小学
330018101,330018,330018,初中
620252101,620252,620252,小学
410252102,410252,410252,文盲/半文盲
440728104,440728,440728,小学
330212101,330212,330212,初中
510826501,510826,不适用,不适用
441093101,441093,441093,文盲/半文盲
430142103,430142,430142,大学本科
410691101,410691,410691,大专
620057101,620057,620057,高中/中专/技校/职高
441702105,441702,441702,小学
130220104,130220,130220,大专
312140105,312140,312140,小学
420355101,420355,420355,高中/中专/技校/职高
621469101,621469,621469,文盲/半文盲
370140102,370140,370140,初中
621619104,621619,621619,小学
320008101,320008,320008,文盲/半文盲
620309102,620309,620309,文盲/半文盲
440277531,440277,不适用,不适用
450107101,450107,450107,高中/中专/技校/职高
500255101,500255,500255,文盲/半文盲
520423101,520423,520423,文盲/半文盲
610101101,610101,610101,初中
520421103,520421,520421,大专
610143101,610143,610143,文盲/半文盲
520440101,520440,520440,初中
450156101,450156,450156,初中
420343531,420343,不适用,不适用
370601101,370601,370601,文盲/半文盲
510393101,510393,510393,文盲/半文盲
520481101,520481,520481,文盲/半文盲
411875101,411875,411875,大学本科
621057102,621057,621057,文盲/半文盲
620911107,620911,620911,高中/中专/技校/职高
510436105,510436,510436,文盲/半文盲
320195106,115788,115788,文盲/半文盲
610038102,610038,610038,文盲/半文盲
230260101,230260,230260,不适用
210596104,210596,210596,高中/中专/技校/职高
510592104,510592,510592,小学
340302431,340302,340302,初中
520168431,520168,520168,文盲/半文盲
340278101,340278,340278,小学
520291431,520291,520291,初中
340363102,340363,340363,文盲/半文盲
420309102,420309,420309,初中
211567101,211567,211567,大专
