pid,fid18,age,gender_update,qea0,qq301,kz202,cfps2018edu
610297102,610297,74,,,,,文盲/半文盲
610300101,610300,58,女,在婚（有配偶）,否,7,高中/中专/技校/职高
610300102,610300,54,男,在婚（有配偶）,否,不适用,大专
610300431,610300,29,,,,,大专
610301101,610301,86,女,丧偶,是,4,文盲/半文盲
610305101,610305,51,男,在婚（有配偶）,是,6,初中
610305102,610305,44,女,在婚（有配偶）,否,6,初中
610305103,610305,22,男,未婚,否,不适用,大专
610307101,610307,50,女,在婚（有配偶）,否,5,初中
610307102,610307,50,男,在婚（有配偶）,是,6,初中
610307103,610307,27,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
610307104,610307,11,女,没有有效数据,否,7,文盲/半文盲
610307431,610307,28,女,在婚（有配偶）,否,6,初中
610309101,610309,55,男,在婚（有配偶）,否,6,初中
610309102,610309,48,女,在婚（有配偶）,否,6,高中/中专/技校/职高
610309103,610309,13,女,没有有效数据,否,6,小学
610309104,610309,21,,,,,初中
610310101,610310,71,男,在婚（有配偶）,否,4,文盲/半文盲
610310102,610310,68,女,在婚（有配偶）,否,6,文盲/半文盲
610312102,610312,32,男,离婚,否,1,大学本科
610313101,610313,51,女,丧偶,否,3,文盲/半文盲
610313102,610313,31,,,,,
610313103,165746,29,男,在婚（有配偶）,否,不适用,小学
610314103,610314,30,,,,,小学
610314104,610314,26,,,,,初中
610314105,610314,28,,,,,文盲/半文盲
610315101,610315,60,男,在婚（有配偶）,否,不适用,初中
610315102,610315,56,女,在婚（有配偶）,否,6,文盲/半文盲
610315103,589788,33,,,,,初中
610315104,610315,29,男,离婚,是,不适用,初中
610315105,589788,32,,,,,小学
610315106,589788,11,女,没有有效数据,否,不适用,文盲/半文盲
610315501,610315,26,,,,,高中/中专/技校/职高
610316101,610316,76,男,在婚（有配偶）,否,4,文盲/半文盲
610316102,610316,66,女,在婚（有配偶）,否,4,文盲/半文盲
610316103,610316,48,,,,,文盲/半文盲
610316104,610316,38,,,,,文盲/半文盲
610317101,610317,56,女,在婚（有配偶）,否,5,文盲/半文盲
610319101,610319,54,女,同居,否,6,小学
610319102,114792,30,男,在婚（有配偶）,不适用,不适用,小学
610319501,610319,49,男,在婚（有配偶）,否,不知道,小学
610321101,610321,63,女,在婚（有配偶）,否,7,文盲/半文盲
610321102,610321,64,男,在婚（有配偶）,否,7,高中/中专/技校/职高
610321103,535880,33,男,在婚（有配偶）,否,不适用,大学本科
610321104,5358801,27,男,在婚（有配偶）,否,不适用,初中
610321501,5358801,25,女,在婚（有配偶）,否,不适用,初中
610322101,610322,59,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
610323101,610323,64,女,在婚（有配偶）,否,2,文盲/半文盲
610323102,610323,66,男,在婚（有配偶）,否,7,高中/中专/技校/职高
610325101,610325,62,男,在婚（有配偶）,否,7,文盲/半文盲
610325102,610325,60,女,在婚（有配偶）,否,5,文盲/半文盲
610326101,610326,69,男,在婚（有配偶）,否,6,文盲/半文盲
610326102,610326,59,女,在婚（有配偶）,否,6,文盲/半文盲
610326103,610326,31,,,,,
610327101,610327,59,男,在婚（有配偶）,否,5,文盲/半文盲
610327102,610327,53,,,,,文盲/半文盲
610327103,517065,28,,,,,小学
610328101,610328,65,男,在婚（有配偶）,否,4,文盲/半文盲
610328102,610328,63,女,在婚（有配偶）,否,不适用,文盲/半文盲
610329101,610329,59,女,在婚（有配偶）,否,6,初中
610329102,610329,59,男,在婚（有配偶）,否,4,初中
610329103,610329,32,男,在婚（有配偶）,否,6,小学
610329104,610329,34,女,在婚（有配偶）,否,7,小学
610330101,610330,75,男,在婚（有配偶）,不适用,不适用,文盲/半文盲
610330102,610330,69,女,在婚（有配偶）,否,5,小学
610333101,610333,83,,,,,文盲/半文盲
610333204,610333,54,男,在婚（有配偶）,否,4,初中
610339101,610339,76,女,丧偶,否,4,文盲/半文盲
610340101,610340,74,男,丧偶,否,4,初中
610341101,610341,69,男,离婚,否,6,文盲/半文盲
610347101,610347,49,男,在婚（有配偶）,否,6,高中/中专/技校/职高
610347104,610347,88,,,,,小学
610349101,610349,42,男,在婚（有配偶）,否,7,大专
610349102,610349,38,女,在婚（有配偶）,否,7,大学本科
610350101,216104,49,男,在婚（有配偶）,否,不适用,初中
610350102,216104,48,女,在婚（有配偶）,否,不适用,小学
610350104,216104,18,男,未婚,否,不适用,高中/中专/技校/职高
610350105,216104,73,,,,,初中
610351101,610351,50,男,在婚（有配偶）,不适用,不适用,小学
610351102,610351,50,女,在婚（有配偶）,否,不适用,小学
610355101,610355,46,男,在婚（有配偶）,否,7,初中
610355102,610355,48,女,在婚（有配偶）,否,7,初中
610355105,610355,70,女,丧偶,否,4,小学
610355106,610355,41,,,,,
610356101,610356,42,女,在婚（有配偶）,否,7,小学
610356102,610356,42,男,在婚（有配偶）,否,7,初中
610356103,610356,18,男,未婚,否,7,高中/中专/技校/职高
610358101,610358,50,女,在婚（有配偶）,否,7,高中/中专/技校/职高
610358102,610358,25,女,未婚,否,不适用,大学本科
610364101,610364,67,女,在婚（有配偶）,否,5,初中
610364102,610364,72,男,在婚（有配偶）,否,6,初中
610367101,610367,63,男,在婚（有配偶）,否,6,高中/中专/技校/职高
610367102,610367,36,男,在婚（有配偶）,否,不适用,大学本科
610367105,610367,60,女,在婚（有配偶）,否,6,高中/中专/技校/职高
610369101,610369,46,男,离婚,是,7,高中/中专/技校/职高
610369104,535911,78,男,在婚（有配偶）,否,5,高中/中专/技校/职高
610370101,610370,65,男,在婚（有配偶）,否,5,初中
610370102,610370,62,女,在婚（有配偶）,不适用,不适用,文盲/半文盲
610370103,610370,39,男,在婚（有配偶）,否,5,大专
610370104,610370,38,女,在婚（有配偶）,否,不适用,大学本科
610370105,610370,11,女,没有有效数据,否,6,文盲/半文盲
610372101,610372,49,女,在婚（有配偶）,否,不适用,初中
610372102,610372,55,男,在婚（有配偶）,否,不适用,初中
610372103,610372,25,女,未婚,否,不适用,大学本科
610372104,663558,23,男,未婚,否,不适用,大专
611120431,611120,29,男,在婚（有配偶）,是,不适用,初中
611613601,611613,26,男,在婚（有配偶）,否,7,高中/中专/技校/职高
611967601,611967,23,女,在婚（有配偶）,否,6,大专
612160601,612160,26,男,在婚（有配偶）,否,不适用,大专
613223601,613223,27,男,在婚（有配偶）,否,7,初中
614561601,614561,27,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
618449601,618449,63,,,,,
618449602,618449,29,女,在婚（有配偶）,否,7,高中/中专/技校/职高
619723601,619723,24,女,在婚（有配偶）,否,不适用,大学本科
620002101,620002,52,男,在婚（有配偶）,是,4,初中
620002102,620002,50,女,在婚（有配偶）,否,1,文盲/半文盲
620002103,620002,30,,,,,大学本科
620002104,620002,24,女,未婚,否,不适用,大专
620003101,620003,53,男,在婚（有配偶）,否,4,初中
620003102,620003,50,女,在婚（有配偶）,否,5,小学
620003103,620003,28,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620003104,627622,28,女,未婚,否,5,初中
620003105,627622,31,女,在婚（有配偶）,否,4,初中
620003106,620003,74,女,在婚（有配偶）,否,2,文盲/半文盲
620003107,620003,76,男,在婚（有配偶）,否,5,文盲/半文盲
620003551,620003,24,女,在婚（有配偶）,否,5,初中
620004101,607808,53,男,在婚（有配偶）,是,4,小学
620004102,607808,54,女,在婚（有配偶）,否,2,文盲/半文盲
620004103,620004,33,男,在婚（有配偶）,否,4,大专
620004104,607808,31,男,在婚（有配偶）,否,4,大专
620004431,620004,33,女,在婚（有配偶）,否,4,小学
620004501,607808,32,女,在婚（有配偶）,否,4,初中
620005101,620005,49,男,在婚（有配偶）,是,5,初中
620005102,620005,47,女,在婚（有配偶）,否,4,初中
620005103,620005,24,男,未婚,否,5,高中/中专/技校/职高
620005104,620005,10,男,没有有效数据,否,5,文盲/半文盲
620007102,620007,49,女,丧偶,否,3,文盲/半文盲
620007103,620007,27,男,在婚（有配偶）,否,5,大专
620007104,620007,25,女,未婚,否,5,高中/中专/技校/职高
620007551,620007,25,女,在婚（有配偶）,否,4,小学
620008101,620008,33,男,在婚（有配偶）,否,4,大学本科
620008102,620008,60,男,在婚（有配偶）,否,5,高中/中专/技校/职高
620008103,620008,56,女,在婚（有配偶）,否,4,小学
620008431,620008,32,女,在婚（有配偶）,否,5,大专
620009101,620009,70,,,,,文盲/半文盲
620009102,620009,62,女,在婚（有配偶）,否,2,文盲/半文盲
620009103,620009,36,男,在婚（有配偶）,是,不适用,高中/中专/技校/职高
620009104,620009,36,女,在婚（有配偶）,否,3,初中
620009105,620009,12,男,没有有效数据,否,3,文盲/半文盲
620010101,620010,38,男,在婚（有配偶）,否,4,小学
620010102,620010,73,男,丧偶,否,2,小学
620010103,620010,36,女,在婚（有配偶）,否,不适用,小学
620010104,620010,15,女,没有有效数据,否,5,初中
620010105,620010,13,男,没有有效数据,否,5,小学
620011101,620011,50,女,在婚（有配偶）,否,5,文盲/半文盲
620011102,620011,48,男,在婚（有配偶）,否,3,小学
620011103,571868,25,女,在婚（有配偶）,否,不适用,大专
620011104,620011,23,男,未婚,否,不适用,大专
620012101,620012,51,男,在婚（有配偶）,否,4,初中
620012102,620012,48,女,在婚（有配偶）,否,5,文盲/半文盲
620012103,620012,26,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620012104,620012,23,男,未婚,否,5,高中/中专/技校/职高
620012106,620012,70,女,丧偶,否,1,文盲/半文盲
620012551,620012,25,女,在婚（有配偶）,否,5,初中
620013101,620013,74,,,,,文盲/半文盲
620013102,620013,66,女,在婚（有配偶）,否,3,文盲/半文盲
620014101,620014,36,男,在婚（有配偶）,否,不适用,初中
620014102,620014,34,女,在婚（有配偶）,否,5,小学
620014103,620014,14,女,没有有效数据,否,5,小学
620014104,620014,11,女,没有有效数据,否,4,文盲/半文盲
620014106,620014,60,女,丧偶,否,4,文盲/半文盲
620015101,195421,53,男,在婚（有配偶）,是,不适用,初中
620015102,195421,54,女,在婚（有配偶）,否,不适用,文盲/半文盲
620015103,195421,33,男,在婚（有配偶）,否,不适用,大学本科
620015104,234125,30,男,未婚,否,不适用,硕士
620017101,620017,68,男,在婚（有配偶）,否,4,文盲/半文盲
620017102,620017,66,女,在婚（有配偶）,否,2,文盲/半文盲
620018101,620018,46,男,在婚（有配偶）,否,5,初中
620018102,620018,48,女,在婚（有配偶）,否,5,文盲/半文盲
620018103,620018,23,男,未婚,否,不适用,高中/中专/技校/职高
620018104,620018,12,男,没有有效数据,否,4,小学
620018105,620018,12,女,没有有效数据,否,5,小学
620018106,620018,71,女,丧偶,否,1,文盲/半文盲
620020101,620020,62,男,在婚（有配偶）,否,4,初中
620020102,620020,56,女,在婚（有配偶）,否,4,文盲/半文盲
620020103,620020,34,男,在婚（有配偶）,否,6,大学本科
620020104,620020,32,女,在婚（有配偶）,否,5,初中
620021101,620021,46,男,在婚（有配偶）,否,4,初中
620021102,620021,46,女,在婚（有配偶）,否,5,小学
620021103,620021,23,男,未婚,否,5,高中/中专/技校/职高
620021104,620021,22,男,未婚,否,6,高中/中专/技校/职高
620023102,620023,76,女,丧偶,否,1,文盲/半文盲
620023103,620023,16,女,未婚,否,5,初中
620026101,620026,45,男,在婚（有配偶）,否,6,初中
620026102,620026,47,女,在婚（有配偶）,否,5,小学
620026103,5718811,23,男,未婚,否,不适用,大学本科
620026104,620026,65,女,丧偶,否,2,文盲/半文盲
620027102,620027,50,女,在婚（有配偶）,否,1,小学
620027104,620027,22,女,未婚,否,不适用,高中/中专/技校/职高
620028101,620028,49,男,在婚（有配偶）,否,4,初中
620028102,620028,48,女,在婚（有配偶）,否,5,文盲/半文盲
620028103,132169,26,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620028104,620028,24,女,未婚,否,5,初中
620029101,620029,65,,,,,小学
620029102,620029,62,,,,,文盲/半文盲
620029431,620029,34,女,在婚（有配偶）,否,不适用,初中
620029432,620029,41,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620030101,620030,55,男,在婚（有配偶）,否,5,初中
620030102,620030,53,女,在婚（有配偶）,否,5,文盲/半文盲
620032101,620032,50,男,未婚,否,6,文盲/半文盲
620033101,620033,53,,,,,小学
620033103,620033,48,男,未婚,否,5,文盲/半文盲
620033104,620033,71,,,,,文盲/半文盲
620034102,620034,53,女,在婚（有配偶）,否,5,文盲/半文盲
620034431,620034,52,男,在婚（有配偶）,否,5,初中
620034433,620034,30,,,,,初中
620034434,620034,28,,,,,高中/中专/技校/职高
620035102,620035,60,女,丧偶,否,5,文盲/半文盲
620035431,267119,37,女,在婚（有配偶）,否,不适用,初中
620035432,267119,36,男,在婚（有配偶）,不适用,不适用,初中
620036101,620036,55,女,丧偶,否,5,文盲/半文盲
620036102,620036,23,男,未婚,否,不适用,初中
620036531,620036,29,,,,,小学
620037101,620037,55,男,在婚（有配偶）,否,6,高中/中专/技校/职高
620037103,620037,48,女,在婚（有配偶）,否,6,文盲/半文盲
620038102,620038,72,,,,,小学
620038103,620038,68,女,在婚（有配偶）,否,4,文盲/半文盲
620039101,250631,28,男,未婚,否,不适用,大专
620039102,620039,79,男,在婚（有配偶）,否,6,文盲/半文盲
620039103,620039,74,女,在婚（有配偶）,否,6,文盲/半文盲
620039104,620039,56,男,在婚（有配偶）,否,2,高中/中专/技校/职高
620039105,620039,52,女,在婚（有配偶）,否,6,小学
620040101,620040,48,女,在婚（有配偶）,否,6,文盲/半文盲
620040102,620040,53,男,在婚（有配偶）,否,6,初中
620040103,620040,22,男,在婚（有配偶）,不适用,不适用,高中/中专/技校/职高
620041101,620041,56,男,在婚（有配偶）,否,6,高中/中专/技校/职高
620041102,620041,51,女,在婚（有配偶）,否,6,文盲/半文盲
620043101,620043,44,女,在婚（有配偶）,否,5,小学
620043102,620043,52,男,在婚（有配偶）,否,6,小学
620043103,620043,21,女,未婚,否,6,高中/中专/技校/职高
620043104,620043,12,男,没有有效数据,否,6,文盲/半文盲
620044101,620044,43,男,在婚（有配偶）,否,不适用,文盲/半文盲
620044103,620044,19,男,未婚,否,不适用,初中
620044104,620044,15,男,没有有效数据,否,不适用,小学
620045101,620045,52,男,在婚（有配偶）,否,6,文盲/半文盲
620045102,620045,47,女,在婚（有配偶）,否,6,文盲/半文盲
620045103,620045,23,男,未婚,否,不适用,初中
620046101,620046,55,男,在婚（有配偶）,否,6,小学
620046102,620046,54,女,在婚（有配偶）,否,5,小学
620046103,681572,27,男,未婚,否,不适用,硕士
620046104,663604,30,,,,,初中
620047101,620047,50,男,在婚（有配偶）,否,6,文盲/半文盲
620047102,620047,45,女,在婚（有配偶）,否,5,文盲/半文盲
620047103,620047,24,男,未婚,是,不适用,小学
620047104,216822,23,男,未婚,否,不适用,小学
620047105,681573,22,男,未婚,是,不适用,初中
620048101,620048,74,男,在婚（有配偶）,否,3,文盲/半文盲
620048104,236196,36,男,未婚,否,不适用,高中/中专/技校/职高
620048105,620048,64,女,在婚（有配偶）,否,5,文盲/半文盲
620049101,132189,48,男,在婚（有配偶）,否,6,初中
620049102,132189,42,女,在婚（有配偶）,否,6,小学
620049104,132189,25,女,在婚（有配偶）,否,5,初中
620049105,132189,82,,,,,文盲/半文盲
620050102,620050,66,,,,,文盲/半文盲
620050103,620050,42,男,在婚（有配偶）,否,5,初中
620050104,620050,42,女,在婚（有配偶）,否,5,小学
620052101,620052,45,男,在婚（有配偶）,否,4,文盲/半文盲
620052102,620052,39,女,在婚（有配偶）,否,7,文盲/半文盲
620052103,620052,17,女,未婚,否,7,初中
620052104,620052,14,男,没有有效数据,否,7,小学
620052105,620052,78,女,丧偶,否,3,文盲/半文盲
620054101,620054,65,男,在婚（有配偶）,否,2,小学
620054102,620054,57,女,在婚（有配偶）,否,3,文盲/半文盲
620054104,620054,33,,,,,高中/中专/技校/职高
620054105,801168,34,女,在婚（有配偶）,否,7,初中
620055101,620055,67,男,在婚（有配偶）,否,4,文盲/半文盲
620055102,620055,66,女,在婚（有配偶）,否,3,文盲/半文盲
620057102,620057,57,女,丧偶,否,5,文盲/半文盲
620057103,607855,35,男,在婚（有配偶）,否,不适用,大学本科
620057104,607855,31,女,在婚（有配偶）,否,不适用,初中
620057106,620057,32,男,在婚（有配偶）,是,不适用,初中
620057108,620057,10,女,没有有效数据,否,7,文盲/半文盲
620057109,620057,30,,,,,高中/中专/技校/职高
620058101,620058,47,男,未婚,否,5,小学
620059101,620059,64,男,在婚（有配偶）,否,5,初中
620059102,620059,56,女,在婚（有配偶）,否,4,文盲/半文盲
620059104,620059,30,,,,,小学
620060101,620060,55,男,在婚（有配偶）,否,5,高中/中专/技校/职高
620060102,620060,50,女,在婚（有配偶）,否,6,文盲/半文盲
620060103,553945,28,女,未婚,否,不适用,初中
620060104,620060,31,男,在婚（有配偶）,否,不适用,初中
620060105,620060,34,女,在婚（有配偶）,否,5,小学
620061101,620061,59,男,在婚（有配偶）,否,5,初中
620061102,620061,57,女,在婚（有配偶）,否,6,文盲/半文盲
620061103,620061,32,,,,,小学
620061104,620061,40,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620061105,620061,12,,,,,文盲/半文盲
620062103,195476,30,男,未婚,是,不适用,大专
620063101,620063,42,男,在婚（有配偶）,否,5,大专
620063102,620063,68,,,,,文盲/半文盲
620063103,620063,43,女,在婚（有配偶）,否,6,大专
620063104,620063,17,女,未婚,否,4,初中
620063531,620063,70,,,,,初中
620065101,620065,56,女,在婚（有配偶）,否,不适用,小学
620065102,620065,61,男,在婚（有配偶）,否,不适用,大专
620065103,620065,35,男,在婚（有配偶）,否,不适用,大专
620065104,620065,34,男,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620065551,620065,33,女,在婚（有配偶）,否,不适用,初中
620065552,620065,31,,,,,
620066101,620066,53,男,在婚（有配偶）,否,5,高中/中专/技校/职高
620066102,620066,81,女,丧偶,否,3,小学
620066103,620066,47,女,在婚（有配偶）,否,6,小学
620066104,553950,26,男,未婚,否,不适用,高中/中专/技校/职高
620066105,589889,25,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620068101,620068,64,男,在婚（有配偶）,否,4,文盲/半文盲
620068102,620068,62,女,在婚（有配偶）,否,3,文盲/半文盲
620069101,620069,58,男,在婚（有配偶）,是,6,初中
620069102,620069,53,女,在婚（有配偶）,否,5,文盲/半文盲
620069104,620069,18,女,未婚,否,6,初中
620070101,620070,46,女,在婚（有配偶）,否,5,文盲/半文盲
620070102,620070,48,,,,,文盲/半文盲
620070104,620070,24,,,,,高中/中专/技校/职高
620071101,620071,48,男,在婚（有配偶）,否,7,高中/中专/技校/职高
620071102,620071,75,,,,,小学
620071103,620071,75,,,,,文盲/半文盲
620071104,620071,45,女,在婚（有配偶）,否,7,小学
620071105,620071,24,男,未婚,否,不适用,大学本科
620073101,216844,66,女,在婚（有配偶）,否,4,文盲/半文盲
620073102,216844,65,男,在婚（有配偶）,否,6,小学
620073103,216844,39,男,在婚（有配偶）,否,不适用,初中
620073104,216844,37,女,在婚（有配偶）,否,6,小学
620073105,216844,11,男,没有有效数据,否,7,文盲/半文盲
620074101,620074,82,,,,,文盲/半文盲
620074102,620074,47,女,在婚（有配偶）,否,7,文盲/半文盲
620074103,620074,27,女,未婚,否,不适用,大专
620074531,620074,49,男,在婚（有配偶）,否,7,初中
620076101,620076,51,男,在婚（有配偶）,否,4,小学
620076102,620076,49,女,在婚（有配偶）,否,4,文盲/半文盲
620076103,681598,28,,,,,大学本科
620079101,620079,63,男,在婚（有配偶）,否,2,文盲/半文盲
620079102,620079,56,,,,,文盲/半文盲
620079103,620079,35,,,,,初中
620079104,620079,31,,,,,小学
620079501,620079,29,,,,,初中
620080101,620080,42,男,在婚（有配偶）,是,4,初中
620080102,620080,77,男,丧偶,否,5,小学
620080104,620080,36,女,在婚（有配偶）,否,5,小学
620080105,620080,16,女,未婚,否,7,初中
620081101,620081,51,男,离婚,否,7,文盲/半文盲
620081102,620081,87,,,,,文盲/半文盲
620081104,620081,28,男,未婚,否,不适用,大学本科
620081105,663633,23,女,未婚,否,不适用,大专
620082101,620082,64,女,在婚（有配偶）,否,2,文盲/半文盲
620082102,620082,69,男,在婚（有配偶）,否,4,文盲/半文盲
620083101,620083,41,男,在婚（有配偶）,否,不适用,初中
620083102,620083,71,男,丧偶,否,不适用,小学
620083103,620083,33,男,未婚,否,不适用,初中
620084101,620084,63,男,在婚（有配偶）,否,2,小学
620084102,620084,58,女,在婚（有配偶）,否,2,文盲/半文盲
620084103,620084,34,,,,,小学
620085101,620085,49,男,在婚（有配偶）,否,3,初中
620085102,620085,45,女,在婚（有配偶）,否,5,文盲/半文盲
620085103,620085,26,男,在婚（有配偶）,不适用,不适用,大专
620085551,620085,25,女,在婚（有配偶）,否,不适用,高中/中专/技校/职高
620085581,620085,72,男,在婚（有配偶）,否,4,小学
620085582,620085,68,女,在婚（有配偶）,否,4,文盲/半文盲
620086101,620086,62,女,在婚（有配偶）,否,2,文盲/半文盲
620086102,620086,64,男,在婚（有配偶）,否,5,文盲/半文盲
620086103,620086,37,男,在婚（有配偶）,否,4,初中
620086104,620086,29,女,在婚（有配偶）,否,4,小学
620087101,620087,52,男,在婚（有配偶）,否,4,高中/中专/技校/职高
620087105,620087,24,男,在婚（有配偶）,否,不适用,初中
620090101,620090,41,男,在婚（有配偶）,否,4,初中
620090102,620090,39,女,在婚（有配偶）,否,4,初中
620090103,620090,16,女,未婚,否,3,初中
620093101,620093,71,女,丧偶,否,5,文盲/半文盲
620094101,607885,68,女,在婚（有配偶）,否,3,文盲/半文盲
620094102,607885,71,男,在婚（有配偶）,否,4,文盲/半文盲
620094103,620094,44,男,在婚（有配偶）,是,5,初中
620094104,620094,40,女,在婚（有配偶）,否,5,初中
620094105,620094,20,女,未婚,否,4,高中/中专/技校/职高
620094106,620094,17,女,未婚,否,4,初中
620094107,620094,14,男,没有有效数据,否,5,小学
620096101,620096,55,男,在婚（有配偶）,否,不适用,小学
620096102,620096,56,女,在婚（有配偶）,否,4,高中/中专/技校/职高
620096431,620096,33,女,在婚（有配偶）,否,4,初中
620097101,620097,49,男,在婚（有配偶）,否,4,初中
620097104,620097,49,女,在婚（有配偶）,否,5,小学
620097105,620097,23,男,未婚,否,4,高中/中专/技校/职高
620097106,571942,28,女,在婚（有配偶）,否,5,大专
620099101,620099,54,男,在婚（有配偶）,是,4,初中
620099102,620099,53,女,在婚（有配偶）,否,5,文盲/半文盲
620100101,620100,55,女,在婚（有配偶）,否,5,文盲/半文盲
620100102,620100,54,男,在婚（有配偶）,否,4,初中
620100103,620100,31,男,离婚,否,不适用,大学本科
620100104,536004,29,女,在婚（有配偶）,否,5,初中
620101101,620101,47,男,在婚（有配偶）,是,5,初中
620101102,620101,72,女,丧偶,否,3,文盲/半文盲
620101103,620101,46,女,在婚（有配偶）,否,4,文盲/半文盲
620101104,620101,23,,,,,高中/中专/技校/职高
620101105,620101,12,女,没有有效数据,否,4,小学
620104101,620104,49,男,在婚（有配偶）,否,5,初中
620104102,620104,48,女,在婚（有配偶）,否,5,初中
620104103,620104,23,男,未婚,否,4,初中
620105101,620105,62,男,在婚（有配偶）,否,4,小学
620105102,620105,63,女,在婚（有配偶）,否,4,文盲/半文盲
620105103,620105,62,男,在婚（有配偶）,否,4,初中
620105104,620105,33,女,在婚（有配偶）,否,5,小学
620105105,620105,11,男,没有有效数据,否,4,文盲/半文盲
620106102,620106,46,男,在婚（有配偶）,否,不适用,大专
620106104,620106,22,女,未婚,否,不适用,高中/中专/技校/职高
620106105,620106,16,男,未婚,否,不适用,小学
620107101,620107,64,女,在婚（有配偶）,否,5,文盲/半文盲
620107102,620107,69,男,在婚（有配偶）,否,2,文盲/半文盲
620107103,284555,37,男,在婚（有配偶）,否,不适用,初中
620107104,284555,37,女,在婚（有配偶）,否,不适用,大专
620107105,284555,12,男,没有有效数据,否,不适用,文盲/半文盲
620108103,182399,34,男,在婚（有配偶）,否,不适用,初中
620108104,182399,31,女,在婚（有配偶）,否,不适用,初中
620109101,620109,62,女,在婚（有配偶）,否,5,文盲/半文盲
620109102,620109,62,男,在婚（有配偶）,否,4,初中
620110101,620110,75,女,丧偶,否,4,文盲/半文盲
620110531,620110,50,男,在婚（有配偶）,否,5,小学
620110551,620110,50,女,在婚（有配偶）,否,4,初中
620111101,620111,79,男,在婚（有配偶）,否,2,文盲/半文盲
620111102,620111,72,女,在婚（有配偶）,否,4,文盲/半文盲
620112101,620112,63,男,在婚（有配偶）,是,4,文盲/半文盲
620112102,620112,64,女,在婚（有配偶）,否,4,文盲/半文盲
620112103,620112,37,男,在婚（有配偶）,否,4,初中
620112104,620112,36,女,在婚（有配偶）,否,4,小学
620112105,620112,13,男,没有有效数据,否,4,文盲/半文盲
620113101,620113,53,男,在婚（有配偶）,否,6,初中
620113102,620113,52,女,在婚（有配偶）,否,7,文盲/半文盲
620113103,620113,32,男,未婚,不适用,不适用,小学
620114102,620114,74,女,丧偶,否,3,文盲/半文盲
620114103,620114,51,男,在婚（有配偶）,否,不适用,小学
620114104,620114,13,女,没有有效数据,否,7,文盲/半文盲
620114105,620114,11,女,没有有效数据,否,7,文盲/半文盲
620115102,620115,75,,,,,
620115104,620115,25,男,在婚（有配偶）,否,7,小学
620115105,620115,24,男,在婚（有配偶）,否,6,小学
620115501,620115,25,女,在婚（有配偶）,否,7,初中
620115503,620115,25,女,在婚（有配偶）,否,7,初中
620116101,620116,71,男,在婚（有配偶）,否,6,小学
620116102,620116,66,女,在婚（有配偶）,否,5,文盲/半文盲
620116103,620116,49,男,在婚（有配偶）,否,7,大专
620116105,620116,22,女,未婚,否,7,高中/中专/技校/职高
620116107,620116,22,男,未婚,是,7,高中/中专/技校/职高
620117101,620117,51,男,未婚,否,7,文盲/半文盲
620118102,620118,62,,,,,文盲/半文盲
620118103,620118,44,男,在婚（有配偶）,否,6,文盲/半文盲
620118104,620118,43,女,在婚（有配偶）,否,5,文盲/半文盲
620118105,620118,23,,,,,初中
620120101,620120,83,男,在婚（有配偶）,是,3,文盲/半文盲
620120102,620120,76,女,在婚（有配偶）,否,5,文盲/半文盲
620120103,620120,46,男,在婚（有配偶）,是,6,小学
620120104,620120,39,女,在婚（有配偶）,否,5,文盲/半文盲
620120105,620120,23,女,未婚,否,不适用,高中/中专/技校/职高
620120106,620120,18,男,未婚,否,7,初中
620121101,620121,32,男,在婚（有配偶）,是,6,小学
620121102,620121,52,男,在婚（有配偶）,否,5,文盲/半文盲
620121103,620121,52,女,在婚（有配偶）,否,6,文盲/半文盲
620121104,620121,33,女,在婚（有配偶）,否,7,小学
620121105,620121,10,男,没有有效数据,否,7,文盲/半文盲
620122101,620122,71,男,在婚（有配偶）,否,6,文盲/半文盲
620122102,620122,68,女,在婚（有配偶）,否,6,文盲/半文盲
620123101,620123,39,男,同居,否,4,文盲/半文盲
620123102,620123,76,男,在婚（有配偶）,否,4,文盲/半文盲
620123103,620123,68,女,在婚（有配偶）,否,4,文盲/半文盲
620123431,620123,30,女,没有有效数据,不适用,不适用,文盲/半文盲
620124101,627727,36,男,离婚,否,不适用,高中/中专/技校/职高
620124102,620124,60,男,丧偶,否,6,文盲/半文盲
620124104,620124,12,男,没有有效数据,否,7,文盲/半文盲
620124105,620124,10,女,没有有效数据,否,7,文盲/半文盲
620125101,620125,43,男,在婚（有配偶）,否,6,文盲/半文盲
620125102,620125,41,女,在婚（有配偶）,否,6,文盲/半文盲
620125103,620125,80,女,丧偶,否,5,文盲/半文盲
620125104,620125,18,女,未婚,否,不适用,初中
620125105,620125,16,女,未婚,否,7,小学
620125106,620125,12,男,没有有效数据,否,7,文盲/半文盲
620126102,620126,66,男,在婚（有配偶）,是,6,文盲/半文盲
620126103,620126,62,女,在婚（有配偶）,否,4,文盲/半文盲
